
---------- Begin Simulation Statistics ----------
final_tick                               481776938400                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 352089                       # Simulator instruction rate (inst/s)
host_mem_usage                               16979340                       # Number of bytes of host memory used
host_op_rate                                   364567                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  5250.56                       # Real time elapsed on the host
host_tick_rate                               91757174                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1848664553                       # Number of instructions simulated
sim_ops                                    1914181305                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.481777                       # Number of seconds simulated
sim_ticks                                481776938400                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 666633033                       # number of cc regfile reads
system.cpu.cc_regfile_writes                667845674                       # number of cc regfile writes
system.cpu.committedInsts                  1848664553                       # Number of Instructions Simulated
system.cpu.committedOps                    1914181305                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.651520                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.651520                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                          250367                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              4821093                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                268302663                       # Number of branches executed
system.cpu.iew.exec_nop                       2736578                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.737039                       # Inst execution rate
system.cpu.iew.exec_refs                    986485647                       # number of memory reference insts executed
system.cpu.iew.exec_stores                  207450103                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                95143615                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             835559754                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts               1498                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts            239829471                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          2293624381                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             779035544                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           9276378                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            2092163635                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  40839                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 40553                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                4568481                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                146349                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents         144359                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1907810                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        2913283                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                2256647191                       # num instructions consuming a value
system.cpu.iew.wb_count                    2072492229                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.700182                       # average fanout of values written-back
system.cpu.iew.wb_producers                1580063227                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.720707                       # insts written-back per cycle
system.cpu.iew.wb_sent                     2075366967                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               2349166648                       # number of integer regfile reads
system.cpu.int_regfile_writes              1637093931                       # number of integer regfile writes
system.cpu.ipc                               1.534872                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.534872                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     52.63% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead            784835600     37.35%     89.98% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite           210536366     10.02%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total             2101440013                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                   940774444                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.447681                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu               199490134     21.20%     21.20% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                 164480      0.02%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       3      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     3      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                    25      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                    22      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                   21      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      6      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                    114      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      4      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     21.22% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead              686407779     72.96%     94.18% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite              54711853      5.82%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses             3042018578                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads         6373348145                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses   2072326907                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes        2667521909                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                 2290886298                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                2101440013                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                1505                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined       376706497                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued          25865555                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved           1053                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined    335616399                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples    1204191980                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.745104                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.292909                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0           308676701     25.63%     25.63% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1           190754538     15.84%     41.47% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2           282425043     23.45%     64.93% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3           346957842     28.81%     93.74% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            71927469      5.97%     99.71% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5             3450337      0.29%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6                  48      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7                   2      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8                   0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            7                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total      1204191980                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.744741                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                 195531                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads             363860                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses       165322                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes            216549                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads         369194562                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores         63386981                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads            835559754                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores           239829471                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads              4589597346                       # number of misc regfile reads
system.cpu.misc_regfile_writes                  68769                       # number of misc regfile writes
system.cpu.numCycles                       1204442347                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                            2790                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                   128597                       # number of vector regfile reads
system.cpu.vec_regfile_writes                  124436                       # number of vector regfile writes
system.cpu.workload.numSyscalls                   278                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests      2564740                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests       5133267                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests       426543                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops           30                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests     33155235                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops        38735                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests     66310859                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops          38765                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups               326903595                       # Number of BP lookups
system.cpu.branchPred.condPredicted         263206737                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect           4435953                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups            204092614                       # Number of BTB lookups
system.cpu.branchPred.BTBHits               204068073                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.987976                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                23489218                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                691                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups         4837379                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits            4813704                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses            23675                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted          255                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts       364287661                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls             452                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts           4434664                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples   1107996513                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.729845                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     1.798793                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0       474296023     42.81%     42.81% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1       170162092     15.36%     58.16% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2        33710969      3.04%     61.21% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3        40231324      3.63%     64.84% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4       389596105     35.16%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            4                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total   1107996513                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted           1851145670                       # Number of instructions committed
system.cpu.commit.opsCommitted             1916662422                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                   899265334                       # Number of memory references committed
system.cpu.commit.loads                     712912647                       # Number of loads committed
system.cpu.commit.amos                             82                       # Number of atomic instructions committed
system.cpu.commit.membars                          87                       # Number of memory barriers committed
system.cpu.commit.branches                  249057579                       # Number of branches committed
system.cpu.commit.vector                       155673                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                  1699959279                       # Number of committed integer instructions.
system.cpu.commit.functionCalls              16985701                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass          180      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu    996300085     51.98%     51.98% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult     20993321      1.10%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv         2229      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd         9122      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp         8063      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt        22346      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult        22397      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv           95      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc        30283      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            6      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd          220      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu         1548      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp          376      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt         6531      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc          286      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     53.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     53.08% # Class of committed instruction
